"""","711 家計外消費支出(列)","721 民間消費支出","731 一般政府消費支出","732 一般政府消費支出（社会資本等減耗分）","741 県内総固定資本形成（公的）","751 県内総固定資本形成（民間）","761 在庫純増","771 調整項","810 移輸出","合計"
"329 その他の電子部品","0.002781596354327304","0.1823712769721863","0.04855298057951651","0.015559792579350577","0.01357567866717596","0.035463992567175785","-0.0046383200683219085","0.004145831851341052","0.7021871704972483","1.0"
"331 産業用電気機器","0.0003507945152454187","0.02297225364388099","0.003991767617040723","0.0010411551567082607","0.028969180969223716","0.46974709961267386","0.001966610662846775","0.0022874490922935044","0.4686736887300869","1.0"
"332 民生用電気機器","0.01109902952726102","0.8628634330969435","0.0048250188009972715","0.002009954967299272","0.006431160363762535","0.10057938675849414","-0.0036392154229651437","0.00002660507107260313","0.015804626837134687","1.0"
"333 電子応用装置・電気計測器","0.0003549667879564612","0.026420508108373254","0.029178641061684843","0.010050532756156298","0.12838508603580084","0.7483707762485614","-0.016298713272867422","0.0006881368037592123","0.07285006547057492","1.0"
"339 その他の電気機械","0.004172681927244455","0.37407630149064175","0.014294426146622442","0.0029788853510954107","0.06193697526177032","0.26702696157556977","0.12916771243259204","0.0013896245761995424","0.1449564312382643","1.0"
"341 通信機械・同関連機器","0.012832520756071334","0.5562432173818601","0.007104549386546389","0.002949917364499672","0.10511399234407746","0.33119891303619564","-0.023683208687587998","0.00003788310226266626","0.008202215316074618","1.0"
"342 電子計算機・同附属装置","0.00006971782930874297","0.4809352537782064","0.0006691213562961275","0.0001726442690400921","0.06224752491961279","0.478560422147085","-0.027375579625421028","0.00004388375621726088","0.004677011569654603","1.0"
"351 乗用車","0.0","0.776509272118291","0.0","0.0","0.005105792010456662","0.23074095253655746","-0.012356016665305123","0.0","0.0","1.0"
"352 その他の自動車","0.00016176973071842433","0.15483376906746102","0.0037965772963307045","0.0014709083108196872","0.01669990420297557","0.8404899836198055","-0.024960682085975603","0.00002593647175837284","0.007481833386106368","1.0"
"353 自動車部品・同附属品","0.006952991792608502","0.4088803663936137","0.07040313694082204","0.01824620360446362","0.034113715685500985","0.03554522852660206","-0.019912104386028532","0.0018646667630801853","0.4439057946793374","1.0"
"354 船舶・同修理","0.000805708548082172","0.028359835096481253","0.04985279833010694","0.023429477912941858","0.0577187800525489","0.445710507156458","-0.011892675632674904","0.002997727629287918","0.4030178409067678","1.0"
"359 その他の輸送機械・同修理","0.0008023460366006731","0.12952653558999389","0.08446313203661175","0.039156001160942214","0.042739338348064516","0.6130904046437715","0.0016147021573464058","0.00010177747015783901","0.08850576255651109","1.0"
"391 その他の製造工業製品","0.0501079846405154","0.49580717044237416","0.06081066671343362","0.00966321049795229","0.040203432987857834","0.19110548319309742","-0.005692299601312586","0.0005415120706174033","0.15745283905546437","1.0"
"392 再生資源回収・加工処理","-","-","-","-","-","-","-","-","-","-"
"411 建築","-","-","-","-","-","-","-","-","-","-"
"412 建設補修","-","-","-","-","-","-","-","-","-","-"
"413 公共事業","-","-","-","-","-","-","-","-","-","-"
"419 その他の土木建設","-","-","-","-","-","-","-","-","-","-"
"461 電力","0.00834732853307407","0.4637213462095379","0.06171173175920485","0.009043299400013664","0.012681334321114686","0.019692793313052497","0.004217213741150942","0.0015715733280020306","0.41901337939484945","1.0"
"462 ガス・熱供給","0.023084040403171316","0.42586203264703887","0.10262911645640384","0.014123256404607036","0.012699420884266517","0.022742435456050526","0.004263816062653803","0.0016070345895238117","0.39298884709628434","1.0"
"471 水道","0.013651652253005936","0.8438375279803002","-0.09171238573358424","0.039431024757657016","0.008949562421554853","0.013289983726643424","0.0012732706664391885","0.0006693791972370777","0.17060998473074646","1.0"
"481 廃棄物処理","0.01785894033491792","0.2089388084559547","0.43691720761373726","0.1225114926661872","0.02025606141792681","0.01436825791966038","0.0007004392621700747","0.0003929909610192244","0.17805580136842622","1.0"
"511 商業","0.02339076467821188","0.6021657487831037","0.037807026429723584","0.003165010144480862","0.024816999095724507","0.0800689012267784","0.003944522379315778","0.0008962722027910685","0.22374475505987015","1.0"
"531 金融・保険","0.0029511616804371358","0.7608644906018229","0.05053364129748977","0.015363430108594351","0.019185995609029463","0.019467656809352692","0.0009917967190414315","0.0004409701334258523","0.1302008570408063","1.0"
"551 不動産仲介及び賃貸","0.014431252343890645","0.46504120307787594","0.14939755787176737","0.006055001085250086","0.020719448856636947","0.04429494262771732","0.0023470684220063733","0.0007335759395075956","0.29697994977534764","1.0"
"552 住宅賃貸料","-","-","-","-","-","-","-","-","-","-"
"553 住宅賃貸料（帰属家賃）","-","-","-","-","-","-","-","-","-","-"
"571 鉄道輸送","0.009705077169458677","0.6555906144180271","0.08827279027968944","0.020918960283419014","0.016614997759897655","0.020313105028949844","0.0014045948374271052","0.0007685449795897071","0.18641131524354138","1.0"
"572 道路輸送（自家輸送を除く。）","0.02556415980005863","0.4561438127305334","0.046981456959421464","0.00786920695604943","0.03963627974751652","0.06883497843212287","0.007174690194176506","0.0013213529246947112","0.34647406225542654","1.0"
"573 自家輸送","-","-","-","-","-","-","-","-","-","-"
"574 水運","0.0021038884822202958","0.10637785591596093","0.010925700739891974","0.0016478870481964239","0.018455010824561763","0.01906433629926534","0.013496761687380883","0.0011837697895380208","0.8267447892129843","1.0"
"575 航空輸送","0.011368640992327279","0.712732943797601","0.06935581782694154","0.01049645330711573","0.009305326468600746","0.017424723550265305","0.0012350863583046314","0.00060140095407849","0.16747960674476542","1.0"
"576 貨物利用運送","0.013547865239551404","0.3297495616356475","0.04604223387022347","0.00421446542868889","0.04139970791976015","0.07378272992394029","0.011976129823801007","0.0017632917313723465","0.47752401442701486","1.0"
"577 倉庫","0.009420329237600491","0.20600662881770374","0.0627749185998171","0.01954927870295562","0.0208465881132311","0.035416784665992886","0.02187502844640112","0.0017973243252388993","0.6223131190910589","1.0"
"578 運輸附帯サービス","0.010562842108431707","0.5537143845545183","0.02921555867876753","0.006760738659274888","0.026532160893234957","0.03003104464978803","0.001842963111483958","0.0005787409041134741","0.3407615664403872","1.0"
"579 郵便・信書便","0.018025735552200207","0.5343706513146057","0.1580010530699336","0.042442696256226625","0.020131031512934213","0.023553662695621907","0.0011901069645900793","0.0005742998698590607","0.20171076276402852","1.0"
"591 通信","0.0100276023399243","0.8245867197276334","0.03252682528085745","0.006681526328946013","0.011528391941945357","0.011878220240522382","0.0005495878489597284","0.00022104179814994563","0.10200008449306137","1.0"
"592 放送","0.02314419859927595","0.8521105851152736","0.01792837141556823","0.0015096901151918484","0.004164358788474886","0.006935528697159612","0.0004478240889778965","0.00023277691144765847","0.09352666626863038","1.0"
"593 情報サービス","0.005317262790789948","0.25272557641301885","0.06307967141679009","0.013330150661057041","0.07569250465061139","0.41659783930069455","0.0011346073668952992","0.0005905536233072046","0.1715318337768356","1.0"
"594 インターネット附随サービス","0.01872392646576939","0.6249240122082022","0.04260579260026961","0.009222500821916516","0.01586443043438576","0.035196804662203665","0.0017656659234975833","0.0007157061517366042","0.25098116073201865","1.0"
"595 映像・音声・文字情報制作","0.02170480600434002","0.5227090634104152","0.14753860755240478","0.027312097542337724","0.019346303596756927","0.04008722832913195","-0.0009364209297730138","0.0006182856920431336","0.22162002880234324","1.0"
"611 公務","-","-","-","-","-","-","-","-","-","-"
"631 教育","0.0002182817880327727","0.2333250717943581","0.6770881383102294","0.07941880203343084","0.0006539888653669969","0.0010447455004773457","0.00003643117219104323","0.00003211767120500648","0.008182422864708492","1.0"
"632 研究","0.0018642542006464412","0.06660018435882004","0.1995463274606947","0.025024069359034815","0.010349144384366751","0.018072078630600126","0.004474055585155707","0.0036148466130596804","0.6704550394076217","1.0"
"641 医療","0.00698720908304667","0.19780388504530352","0.7952089058716497","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"642 保健衛生","-","-","-","-","-","-","-","-","-","-"
"643 社会保険・社会福祉","-","-","-","-","-","-","-","-","-","-"
"644 介護","-","-","-","-","-","-","-","-","-","-"
"659 その他の非営利団体サービス","0.003807564167315852","0.8601649945908372","0.017929518404924058","0.0014564421102821916","0.00694276238221264","0.008896853981403666","0.0007925425639325346","0.0003340209920347053","0.09967530080705725","1.0"
"661 物品賃貸サービス","0.011124454913260608","0.2573796424085118","0.15005340170916978","0.024044598457435937","0.12341184988781209","0.1284350380268604","0.0021298642928497145","0.00101866784770354","0.3024024824563962","1.0"
"662 広告","0.015976302457630365","0.3738694237354486","0.0570811476322653","0.00897811120740841","0.017519461579888956","0.03279426070450153","0.0027076669813552536","0.0017399727810330046","0.4893336529204687","1.0"
"663 自動車整備・機械修理","0.007784207223657204","0.45182269793228236","0.07882676163527765","0.020435360983298623","0.03815613487236405","0.039630257595872444","0.0029199288410454937","0.0012479661307323536","0.3591766847854698","1.0"
"669 その他の対事業所サービス","0.009595960477124143","0.3240140209473359","0.1356105366713935","0.025019957058563788","0.0994289317847105","0.13229560465359308","0.0017450864735647404","0.0009684243500030846","0.2713214775837112","1.0"
"671 宿泊業","0.29434603251637953","0.7056539674836204","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"672 飲食サービス","0.24496416185271846","0.7219093072604804","0.02368910815353629","0.00010677333893268273","0.00032087852348937996","0.00044280204914906764","0.000022970290832670032","0.000006961668898958058","0.008537036861961904","1.0"
"673 洗濯・理容・美容・浴場業","0.008297780091118893","0.8252170434823426","0.1425016129399505","0.0009542089924046996","0.0008077537902359087","0.0008057615708488507","0.00004856901573423266","0.000020084299167481003","0.021347185818196862","1.0"
"674 娯楽サービス","0.13322802382295382","0.8404776967509118","0.002424288013268757","0.00032531389396839983","0.001001690066364265","0.0014815476373979835","0.000029118044189979944","0.0000201056565249577","0.021012216114419932","1.0"
"679 その他の対個人サービス","0.012692875813633575","0.9475371819028916","0.00894335683696688","0.0012666322015436517","0.0025771725203978853","0.0035398244828547215","0.0001310337343548093","0.000055107380476313385","0.023256815126880732","1.0"
"681 事務用品","-","-","-","-","-","-","-","-","-","-"
"691 分類不明","0.00743888575132528","0.2786109946300313","0.10787952501539119","0.011171644469698493","0.08006904802391054","0.11047298013443407","0.002849391964001829","0.001235550949594727","0.40027197906161266","1.0"
"平均","0.017082692585549293","0.31400297564536855","0.04933925319092799","0.006077183229283482","0.02864472446359097","0.09600594051292656","0.016581467205888406","0.001763068978060012","0.4705026941884048","1.0"
