"""","011 耕種農業","012 畜産","013 農業サービス","015 林業","017 漁業","061 金属鉱物","062 石炭・原油・天然ガス","063 非金属鉱物","111 食料品","112 飲料","113 飼料・有機質肥料（別掲を除く。）","114 たばこ","151 繊維工業製品","152 衣服・その他の繊維既製品","161 木材・木製品","162 家具・装備品","163 パルプ・紙・板紙・加工紙","164 紙加工品","191 印刷・製版・製本","201 化学肥料","202 無機化学工業製品","203 石油化学基礎製品","204 有機化学工業製品（石油化学基礎製品を除く。）","205 合成樹脂","206 化学繊維","207 医薬品","208 化学最終製品（医薬品を除く。）","211 石油製品","212 石炭製品","221 プラスチック製品","222 ゴム製品","231 なめし革・毛皮・同製品","251 ガラス・ガラス製品","252 セメント・セメント製品","253 陶磁器","259 その他の窯業・土石製品","261 銑鉄・粗鋼","262 鋼材","263 鋳鍛造品","269 その他の鉄鋼製品","271 非鉄金属製錬・精製","272 非鉄金属加工製品","281 建設・建築用金属製品","289 その他の金属製品","291 はん用機械","301 生産用機械","311 業務用機械","321 電子デバイス","329 その他の電子部品","331 産業用電気機器","332 民生用電気機器","333 電子応用装置・電気計測器","339 その他の電気機械","341 通信機械・同関連機器","342 電子計算機・同附属装置","351 乗用車","352 その他の自動車","353 自動車部品・同附属品","354 船舶・同修理","359 その他の輸送機械・同修理","391 その他の製造工業製品","392 再生資源回収・加工処理","411 建築","412 建設補修","413 公共事業","419 その他の土木建設","461 電力","462 ガス・熱供給","471 水道","481 廃棄物処理","511 商業","531 金融・保険","551 不動産仲介及び賃貸","552 住宅賃貸料","553 住宅賃貸料（帰属家賃）","571 鉄道輸送","572 道路輸送（自家輸送を除く。）","573 自家輸送","574 水運","575 航空輸送","576 貨物利用運送","577 倉庫","578 運輸附帯サービス","579 郵便・信書便","591 通信","592 放送","593 情報サービス","594 インターネット附随サービス","595 映像・音声・文字情報制作","611 公務","631 教育","632 研究","641 医療","642 保健衛生","643 社会保険・社会福祉","644 介護","659 その他の非営利団体サービス","661 物品賃貸サービス","662 広告","663 自動車整備・機械修理","669 その他の対事業所サービス","671 宿泊業","672 飲食サービス","673 洗濯・理容・美容・浴場業","674 娯楽サービス","679 その他の対個人サービス","681 事務用品","691 分類不明","700 内生部門計"
"471 水道","0.00023223624929167945","0.0028109627547434997","0.002884442040742744","0.0004153973968429798","0.0003454947484798231","0.0","0.0","0.00255863539445629","0.0024429612179906646","0.0022195755738414896","0.0","0.0","0.0025617803079311685","0.0007477128782547502","0.0006101281269066504","0.0005475784862496958","0.0012813667912439936","0.001147227533460803","0.0005412719891745603","0.004689331770222743","0.003064269010563664","0.0008707931277947752","0.004549463163346725","0.0052568697729988055","0.0","0.003249135310764071","0.00149507219123371","0.00023697470606821546","0.0029483570580466135","0.0013777209989729716","0.000862738331464067","0.0020181634712411706","0.0","0.0017814486416454108","0.0","0.0008107012565869477","0.00026071119763971964","0.001391963474878419","0.0006765899864682003","0.0007218587863749154","0.002457002457002457","0.001007379641560267","0.0007504473820931709","0.000675603598478114","0.0007712204780700424","0.001002957438601003","0.0006659760248631049","0.0","0.001371631434565112","0.00047596382674916705","0.0006470397929472663","0.0","0.0011314777098891152","0.0008012820512820513","0.0","0.0","0.0","0.0002658160552897395","0.0011350737797956867","0.001935483870967742","0.0005618551435284503","0.002593295382669197","0.0007173960192862744","0.0013333639853789743","0.0004914625926758032","0.0007933959234561837","0.0003630196427659828","0.0019126276896326885","0.07384746016682484","0.01189528962444303","0.003183171850259658","0.0017292931634954908","0.0031161276919880894","0.00028056674482454557","0.0","0.005754475703324808","0.0015523473709888453","0.01127723768018773","0.000601591904732523","0.0","0.0009528346831824678","0.0020096111839231104","0.006666459954730086","0.0008598452278589854","0.004923961124923316","0.000669904538603249","0.000156335495974361","0.0016345210853220007","0.0009586808551433227","0.0038389999563750005","0.009739009453298716","0.008635730334257992","0.0054204739042899176","0.0035878461710954143","0.007392770285208932","0.009329912730781037","0.002512846120391102","0.00040256028340243953","0.0002231644722160232","0.000989213507507182","0.0011983710278570486","0.012950018625238294","0.01091613801874366","0.01658084449021627","0.005559465165376495","0.005700724212174594","0.0","0.011538609223207772","0.0029548060441487284"
"481 廃棄物処理","0.0","0.0005270555165144061","0.001442221020371372","0.0","0.0","0.0","0.0","0.001279317697228145","0.00034172374180226555","0.00012631730908040998","0.0007163323782234957","0.0","0.0007504204942424635","0.00008796622097114708","0.00021533933890822954","0.00012168410805548795","0.0004271222637479979","0.00032777929527451517","0.0004510599909788002","0.0035169988276670576","0.00624949600838642","0.0015297717109908214","0.000335960356677912","0.0014336917562724014","0.0","0.002410648778953988","0.001512013519179701","0.0","0.00022679669677281642","0.000025049472708599484","0.0000862738331464067","0.0010090817356205853","0.0","0.002105348394671849","0.0","0.005472233481961897","0.00024195499637067505","0.000013439647343653702","0.0","0.0","0.0","0.00025770176877123113","0.00008659008254921204","0.00003555808413042705","0.0005285893164300291","0.000025716857400025716","0.00007399733609590054","0.0","0.00040342101016620945","0.00015865460891638903","0.0","0.0","0.0005374519121973297","0.0","0.0","0.0","0.0","0.0","0.0006486135884546781","0.008387096774193548","0.00005107774032076821","0.0","0.0002780604725915792","0.0","0.0032225904291170522","0.0037969662051117368","0.00960300398754389","0.0011736579004564226","0.0011238199890115379","0.0","0.0013393113519455907","0.0024828399051303974","0.00008655910255522471","0.0","0.0","0.012531969309462916","0.001718670303594793","0.0","0.0011414820756463257","0.000741839762611276","0.0028585040495474035","0.0011358671909130625","0.006170351306936219","0.001003152765835483","0.005101546608117271","0.01063473455032658","0.000156335495974361","0.001961425302386401","0.0008628127696289905","0.02437844290479042","0.004484416342654129","0.0018576861765554984","0.0029204185933317107","0.008072653884964682","0.003302564669467168","0.003310967855106784","0.000032215975902450026","0.0004428163117426835","0.0","0.0006097891484633314","0.00016249098682807439","0.03488397572145408","0.011234083786279884","0.008582217645039478","0.00904292751583392","0.010275983558426306","0.0","0.00723802941289406","0.002678847460340858"
"511 商業","0.06689332924597535","0.04005621925509487","0.04290607535604832","0.026170036001107726","0.061774461028192375","0.0","0.0","0.03368869936034115","0.10743939856621443","0.07930922477262885","0.0830945558739255","0.0","0.0888083840082805","0.12363652357494723","0.09101676057854502","0.10264054514480409","0.20683395621996797","0.10614586178639716","0.0916553901668922","0.03985932004689332","0.03338440448350939","0.012344080960225936","0.047720368996458415","0.055197132616487454","0.03225806451612903","0.0475841106802222","0.0713356966485818","0.006018603207334852","0.01845057833157677","0.0826883094110869","0.07436804417220257","0.11200807265388496","0.05660377358490566","0.041297218510870884","0.09090909090909091","0.04620997162545602","0.014618583269093344","0.03048496007464764","0.06901217861975643","0.09555605684637943","0.030712530712530713","0.06437858732575846","0.08650349246666282","0.06660029157628987","0.055181258475843036","0.049042047061849045","0.060233831582063045","0.05343511450381679","0.04631273196708085","0.06473108043788672","0.06890973794888386","0.04429133858267716","0.06969902692916949","0.040865384615384616","0.045","0.0","0.0","0.05369484316852738","0.07799578401167505","0.054838709677419356","0.10833588722034937","0.0055028462998102465","0.07394184087155274","0.09066875100577025","0.056054819141765896","0.05145739274987249","0.014543474438312186","0.018126494240382526","0.022925927775835374","0.01746499045194144","0.018036606476277986","0.006941324793136928","0.0032373104355654042","0.0034068819014409107","0.000864613659544862","0.003452685421994885","0.014203978444547934","0.09843781428092524","0.013929166409576109","0.0066765578635014835","0.010004764173415913","0.010397553516819572","0.009953179746364454","0.008025222126683863","0.005045042136191922","0.005694188578127617","0.01625889158133354","0.006211180124223602","0.03901831080433324","0.01265521576528164","0.008763866287375311","0.030651821913165723","0.04878742576479252","0.02780580782598946","0.038622042891885915","0.02463491645836074","0.04263784410689261","0.012157320558753673","0.008480249944208882","0.0633232153504255","0.013375039353285873","0.0722221004886386","0.11971415161471029","0.033848266392035704","0.02327586206896552","0.036920140927774514","0.23659164707199642","0.11191107015320816","0.035284993495164375"
"531 金融・保険","0.00345567538946019","0.004216444132115249","0.00847304849468181","0.006092495153697037","0.009259259259259259","0.0","0.0","0.04392324093816631","0.004755049513588972","0.00425869784899668","0.0035816618911174787","0.0","0.01920041402510027","0.01627375087966221","0.008972472454509564","0.01423704064249209","0.00800854244527496","0.008139852499317127","0.008389715832205684","0.008206330597889801","0.007378437222804612","0.0034596375617792423","0.006187269902151546","0.0064516129032258064","0.0","0.006288648988575621","0.007089945745397253","0.0026205799366958798","0.004068999559747589","0.002580095688985747","0.004141143991027521","0.004036326942482341","0.0","0.009757480059921454","0.0","0.010843129306850425","0.0030366289854583174","0.004062613397024462","0.007442489851150203","0.004376268892397925","0.007371007371007371","0.006419116785756121","0.013277145990879178","0.007858336592824379","0.004917613722525271","0.008730873087308732","0.01087760840609738","0.007633587786259542","0.005163788930127481","0.0044423290496588925","0.004852798447104497","0.003937007874015748","0.0076657614844987555","0.004006410256410256","0.005","0.0","0.0","0.003189792663476874","0.013053348467650397","0.0064516129032258064","0.024721626315251814","0.001834282099936749","0.012034457253763549","0.007080622543046967","0.01949702314086722","0.01645352022215086","0.02210449293529742","0.005172788524233862","0.003646171519904101","0.007678230426479949","0.016293245604679592","0.05408630042362852","0.07857835329963299","0.06270666746828593","0.09718122437399945","0.04680306905370844","0.01133213580821857","0.036017432115320144","0.020238168692540262","0.010385756676557863","0.018580276322058123","0.005417212756662298","0.011224458156336237","0.0012897678417884782","0.007733040586354978","0.004019427231619494","0.0031267099194872195","0.002942137953579601","0.0032595149074872974","0.04064263590178823","0.0005589992670898498","0.004129586162748371","0.006545656825530274","0.009530216391972194","0.005085120495246518","0.0069289128623426744","0.0604049548170938","0.051890020530574454","0.003347467083240348","0.007141308472003903","0.0041536758507926515","0.017069483094857243","0.004928159396811458","0.0025060075523515276","0.009236453201970444","0.004403992953611274","0.0","0.025957070997964904","0.015936608214904523"
"551 不動産仲介及び賃貸","0.000678129847931704","0.0","0.01712637461691004","0.0011077263915812794","0.0007600884466556108","0.0","0.0","0.005970149253731343","0.0017304308627433872","0.0009744478129060199","0.0007163323782234957","0.0","0.0018631129512226678","0.005365939479239972","0.0019021641603560277","0.00687515210513507","0.0012813667912439936","0.0014750068287353183","0.004691023906179522","0.0011723329425556857","0.00342714297234094","0.0013767945398917391","0.001623808390609908","0.0023894862604540022","0.0","0.004192432659050414","0.0017364861144640823","0.00020787254918264514","0.000533639286524274","0.003732371433581323","0.0027607626606850144","0.0030272452068617556","0.0","0.004453621604113527","0.0","0.0018240778273206323","0.0006583426645434647","0.0012690866991650139","0.0033829499323410014","0.0019399954883825852","0.0012285012285012285","0.0008902424739369802","0.00998672285400912","0.002702414393912456","0.001780739418465098","0.0029574386010029576","0.002959893443836022","0.0","0.001532999838631596","0.0017452006980802793","0.004529278550630864","0.002952755905511811","0.007411178999773705","0.0008012820512820513","0.0","0.0","0.0","0.000531632110579479","0.0012161504783525215","0.0006451612903225806","0.0015834099499438144","0.0001265022137887413","0.006840287625752848","0.0027816731419113084","0.0016990563918220624","0.0023990781494984603","0.006233727928122111","0.009954357748315584","0.0015234004295489735","0.00302355187778485","0.03110155794931537","0.01824935634549152","0.043643099508344295","0.06984107897953867","0.0028133717906283985","0.002301790281329923","0.011753487237486971","0.01348977539389876","0.06552724131548096","0.005934718100890208","0.09861838970938543","0.0764525993883792","0.03311525224024061","0.015620521639438235","0.009581544025055698","0.007368949924635739","0.04010005471742359","0.10559006211180125","0.023391812865497075","0.0013127158941736831","0.0012919094172743196","0.019417841318455108","0.026862161931521873","0.009754456777665657","0.0038138403714348883","0.011752839538657195","0.020167200914933715","0.013687049635682944","0.0008926578888640928","0.003238657921838582","0.01216651263875207","0.01369502815697789","0.01209707944102106","0.03137658771026433","0.008708655876143561","0.039684869837541596","0.0","0.000019199017010329072","0.00936073374381945"
"552 住宅賃貸料","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"553 住宅賃貸料（帰属家賃）","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"571 鉄道輸送","0.00013005229960334048","0.00017568517217146873","0.000360555255092843","0.0005538631957906397","0.0010364842454394694","0.0","0.0","0.00255863539445629","0.0007198010731579636","0.00046917857658437996","0.0","0.0","0.001966619226290594","0.0014074595355383533","0.0010766966945411477","0.0012168410805548796","0.003630539241857982","0.001037967768369298","0.0036986919260261616","0.0","0.0010886218853318282","0.0006942810072958343","0.001357839774906561","0.002150537634408602","0.0","0.0037731893931453727","0.002155783981127361","0.00019817183022078835","0.0007604359832970903","0.0026552441071115455","0.001984298162367354","0.0010090817356205853","0.0","0.001336086481234058","0.0","0.009525739764896636","0.00030947732093923553","0.0007084614099726023","0.0006765899864682003","0.0006767426122264832","0.0012285012285012285","0.0008668150404123228","0.005888125613346418","0.0009956263556519574","0.0014254580746350784","0.0028931464575028933","0.0036258694686991267","0.0","0.002823947071163466","0.0015865460891638901","0.0016175994823681655","0.002952755905511811","0.0013011993663724825","0.005608974358974359","0.005","0.0","0.0","0.0002658160552897395","0.004864601913410086","0.0006451612903225806","0.0015834099499438144","0.0015180265654648956","0.0012735169644694328","0.001586243361916366","0.0017482026510896428","0.0008122863025860929","0.0007487280132048395","0.0005650945446642034","0.0015983217621497428","0.01133831954169319","0.004815778031191802","0.011728278773650982","0.00031161276919880893","0.00009018216797931822","0.0","0.0005754475703324808","0.0019515224092431197","0.0002950050284948039","0.00203615721601777","0.000741839762611276","0.006669842782277275","0.0014853647881170817","0.0013022852004589006","0.0017196904557179708","0.0018404313712828129","0.004438117568246525","0.000625341983897444","0.002942137953579601","0.0020132297958009777","0.005679181753645662","0.004173861194270879","0.008183860723744493","0.0020449251405688495","0.0030272452068617556","0.0009534600928587221","0.0011840547296408368","0.004478020650440553","0.001771265246970734","0.0013389868332961392","0.0007859504580194048","0.001472574568129424","0.0010956022525582313","0.0018546836439613014","0.0014074836937864744","0.0018296973961998593","0.002006263456645136","0.0005598477214197738","0.002188687939177514","0.0020041150616145844"
"572 道路輸送（自家輸送を除く。）","0.008537004523962137","0.04936753338018271","0.007391382729403281","0.01716975906950983","0.011124930901050304","0.0","0.0","0.009381663113006396","0.021724905117131266","0.01770246860112603","0.024355300859598854","0.0","0.01190322163281149","0.012447220267417312","0.02121092488246061","0.02202482355804332","0.03822744260544581","0.030975143403441683","0.014343707713125846","0.012895662368112544","0.006773647286509152","0.016380324782301718","0.012710500160981004","0.013620071684587814","0.0","0.00932816266638717","0.015255665815364937","0.002565147256913841","0.004856117507370893","0.010019789083439794","0.010525407643861617","0.009081735620585268","0.018867924528301886","0.03328069962346654","0.0","0.02969193352249696","0.007870102052491106","0.006965577223253662","0.036535859269282815","0.01655763591247462","0.007371007371007371","0.010401780484947875","0.018934364717427696","0.011769725847171354","0.008704392923835479","0.00891089108910891","0.009989640372946574","0.007633587786259542","0.009117314829756334","0.009360621926066952","0.009382076997735361","0.006889763779527559","0.012615976465263634","0.005608974358974359","0.01","0.0","0.0","0.007708665603402445","0.012485811577752554","0.00967741935483871","0.015425477576872","0.3633776091081594","0.018474337798984525","0.01972459136991655","0.020332509548416085","0.022026182065474055","0.014963215900260353","0.02464681590958487","0.006468208381199741","0.022159452577975813","0.004313279897613442","0.008612652822660502","0.0007270964614638875","0.0006713561394015912","0.00006079314793674811","0.0008312020460358057","0.0035703989532743442","0.0030439155212872945","0.0026994508545690136","0.00370919881305638","0.0028585040495474035","0.00235910878112713","0.003658801277479768","0.0644883920894239","0.00460915049562494","0.004856807904873556","0.003361213163448761","0.006538084341288003","0.013133927715463522","0.0074321135519078005","0.002763940820610924","0.007518608241599618","0.007667679120587371","0.004596927906716","0.005554941410568207","0.0031794062184800245","0.010325220276735233","0.002536129785435369","0.002901138138808302","0.00832023415903301","0.0029857718829658666","0.007603479632754125","0.013217459764720132","0.002780638516992791","0.003589021815622801","0.021579565472695243","0.038405553689396486","0.012978535498982452","0.009327536745866324"
"573 自家輸送","0.05184442029187452","0.012825017568517217","0.011898323418063819","0.027970091387427305","0.020522388059701493","0.0","0.0","0.32750533049040514","0.005234916895694281","0.0054316442904576295","0.0028653295128939827","0.0","0.008435761418035969","0.008664672765657987","0.017586046010838748","0.006996836213190557","0.0038441003737319807","0.002840753892379131","0.007126747857465043","0.0023446658851113715","0.003588420288686396","0.0015533066603906802","0.002575696067863992","0.0014336917562724014","0.0","0.002096216329525207","0.002664023819507092","0.00026607686295378576","0.00042691142921941915","0.0012274241627213747","0.0012941074971961003","0.011099899091826439","0.0","0.028300740920685047","0.0","0.004357519254154844","0.001659923812310445","0.003436709820734304","0.0040595399188092015","0.003609293931874577","0.002457002457002457","0.003115848658779431","0.011920568030941523","0.007076058741954983","0.004813628938965264","0.00477047704770477","0.007473730945685955","0.0","0.0005647894142326933","0.0022211645248294463","0.0029116790682626984","0.001968503937007874","0.0034510070151618014","0.0","0.0","0.0","0.0","0.001063264221158958","0.0008107669855683476","0.0006451612903225806","0.03202574318112167","0.00872865275142315","0.02436365860847417","0.018161337042230857","0.029979218153223994","0.011372008236205301","0.004038593525771558","0.0039991306237774395","0.006942710154337946","0.023392743475493315","0.05267821250133316","0.007231150462996508","0.003929783256007202","0.003356780697007956","0.0008544814682220706","0.0023657289002557546","0.0016632293260594772","0.0","0.0035632751280310977","0.000741839762611276","0.0028585040495474035","0.0020969855832241153","0.003751821648941118","0.0071653768988248785","0.005916825417325885","0.005777926645453023","0.01258500742593606","0.0032690421706440013","0.011408302176205542","0.01531237482599574","0.008217289226220793","0.006489349684318869","0.007901565458148569","0.0053817692566431215","0.006646584125580367","0.007520940227163092","0.008424477698490682","0.009862726943359768","0.00981923677750502","0.0036180822808824327","0.006763687326718596","0.020947915068913383","0.001408045541946131","0.009612083762444216","0.020883180858550315","0.020184967704051673","0.0","0.021579695119609877","0.010187926429441557"
"574 水運","0.002201599643285121","0.0066760365425158116","0.000721110510185686","0.0004153973968429798","0.0024875621890547263","0.0","0.0","0.00042643923240938164","0.0014177899925838678","0.0008300851739569799","0.00501432664756447","0.0","0.0007762970630094449","0.0003078817733990148","0.0038402182105300936","0.0013385251886103675","0.002989855846235985","0.0025676044796503687","0.0008119079837618403","0.0023446658851113715","0.0048786388194500445","0.0030948458460814308","0.0024357125859148622","0.0023894862604540022","0.0","0.0008384865318100828","0.0016306028148016381","0.007092611378111852","0.03800845818269141","0.0005260389268805891","0.0009490121646104736","0.0","0.0","0.010243329689461112","0.0","0.008816376165383057","0.007328047835815717","0.00190267007393726","0.010148849797023005","0.0051883600270697045","0.01597051597051597","0.0007731053063136933","0.004040870518963228","0.002666856309782029","0.0011178364232700615","0.001362993442201363","0.0007399733609590055","0.0","0.0008068420203324189","0.0011105822624147231","0.0009705596894208993","0.0","0.0011597646526363432","0.0","0.0","0.0","0.0","0.001594896331738437","0.002026917463920869","0.0012903225806451613","0.0008172438451322913","0.11707779886148008","0.0010010177013296852","0.0008276052323041909","0.0021834980903167826","0.0025502011825377334","0.009217295617105032","0.005520539013257987","0.000649318215873333","0.00047740292807129216","0.00020305026622146016","0.00031397780901454444","0.00006924728204417977","0.00012024289063909097","0.000016886985537985585","0.0001278772378516624","0.0030270773734282484","0.006463291987931613","0.32435058925155796","0.001483679525222552","0.0","0.00017474879860200962","0.00018604074292270006","0.0014330753797649756","0.00008879274159697782","0.00008373806732540613","0.000312670991948722","0.0","0.0005752085130859936","0.00016260227087951966","0.0002360219127712699","0.0003765580087612497","0.0002307257113779382","0.0003363605785401951","0.00024872871987618837","0.00019734245494013944","0.00033826774697572526","0.0000805120566804879","0.0","0.0012331291668925145","0.00017264667350482904","0.00032868067576746936","0.0005223394752380808","0.00024030209406110539","0.0003166783954961295","0.0003180661577608143","0.002911208151382824","0.0062396805283569485","0.005878600900909147"
"575 航空輸送","0.000009289449971667178","0.0","0.0012619433928249505","0.00027693159789531985","0.0002763957987838585","0.0","0.0","0.001279317697228145","0.00008724861492823801","0.00009022664934315","0.0","0.0","0.0009056799068443525","0.0012315270935960591","0.0004306786778164591","0.0010343149184716476","0.0004271222637479979","0.0006555585905490303","0.0013531799729364006","0.0","0.00036287396177727603","0.00017651212049894094","0.000377955401262651","0.00047789725209080046","0.0","0.004192432659050414","0.0008216544053805657","0.00006236176475479354","0.000266819643262137","0.0007514841812579845","0.000862738331464067","0.0010090817356205853","0.0","0.0007287744443094862","0.0","0.0006080259424402108","0.00006564670444165602","0.0004243088661353526","0.0006765899864682003","0.0003158132190390255","0.0","0.000187419468197259","0.0023379322288287247","0.0006044874302172599","0.0004419353301300243","0.0009000900090009","0.0011099600414385081","0.0","0.0005647894142326933","0.0007932730445819451","0.0012940795858945326","0.001968503937007874","0.000707173568680697","0.0016025641025641025","0.0","0.0","0.0","0.0002658160552897395","0.0002432300956705043","0.0","0.0006129328838492185","0.0","0.00008897935122930535","0.00041380261615209544","0.00020360593125140418","0.0002077941704290005","0.0002439038224833947","0.00013040643338404695","0.0006992657709405125","0.0039783577339274345","0.003246753246753247","0.0009950681331845563","0.00013849456408835954","0.00009018216797931822","0.0","0.0000639386189258312","0.0004435278202825272","0.0","0.000401061269821682","0.0051928783382789315","0.0023820867079561697","0.00034949759720401925","0.0003720814858454001","0.018486672398968184","0.0009928642924025702","0.006531569251381678","0.004064722895333385","0.0016345210853220007","0.010737225577605215","0.000832840899626808","0.003018596042285189","0.003753028153987122","0.0009639909858941253","0.0001121201928467317","0.00012436435993809419","0.0002740867429724159","0.0035598653372207276","0.0014492170202487823","0.002454809194376255","0.000352322619112147","0.002518610295835153","0.0007888336218419265","0.0004087874154037154","0.001167181599725369","0.0016537649542575652","0.001467997651203758","0.00011196954428395476","0.0","0.0008191325091643524"
"576 貨物利用運送","0.0005945247981866994","0.0028109627547434997","0.000360555255092843","0.00013846579894765993","0.0008982863460475401","0.0","0.0","0.00042643923240938164","0.0016431822478151492","0.00106467446224917","0.0014326647564469914","0.0","0.0006469142191745374","0.0006597466572836031","0.0010766966945411477","0.0011559990265271355","0.0038441003737319807","0.0018027861240098335","0.0011727559765448805","0.0011723329425556857","0.00048383194903636804","0.0013179571663920922","0.000923890980864258","0.0009557945041816009","0.0","0.0004192432659050414","0.0009360083690160054","0.0006139169285860786","0.00042691142921941915","0.0005009894541719897","0.0005176429988784402","0.0","0.0","0.002510223085954897","0.0","0.0024321037697608433","0.0006864769664470316","0.0003647904278991719","0.0020297699594046007","0.000857207308820212","0.0","0.000562258404591777","0.000837037464642383","0.0005689293460868328","0.00043326993150002383","0.00041146971840041145","0.0004439840165754033","0.0","0.00040342101016620945","0.00047596382674916705","0.0006470397929472663","0.0","0.0006505996831862413","0.0","0.0","0.0","0.0","0.000531632110579479","0.0006486135884546781","0.0006451612903225806","0.0008172438451322913","0.0012017710309930425","0.0008341814177747377","0.0008735833007655348","0.000940799820265109","0.0010767516104048208","0.0011230920198072594","0.0015648772006085633","0.00022476399780230758","0.00011935073201782304","0.00011280570345636675","0.00008694770095787384","0.000034623641022089885","0.00006012144531954548","0.000003377397107597117","0.0008312020460358057","0.0007318209034661699","0.0005363727790814616","0.0003239341025482816","0.000741839762611276","0.0028585040495474035","0.00008737439930100481","0.0001240271619484667","0.006878761822871883","0.00005650447192534952","0.00008373806732540613","0.000156335495974361","0.0","0.0007669446841146582","0.00010707954423773245","0.00010558875045030496","0.00026359060613287476","0.0004614514227558764","0.0002242403856934634","0.00029018350652221974","0.00018637898522124281","0.00027383579517082523","0.00004025602834024395","0.0006694934166480696","0.0005149330587023687","0.00011171255344430113","0.00048206499112562177","0.0008100046934851398","0.00013731548232063164","0.00014074595355383532","0.00019573302016050108","0.002463329974247005","0.0","0.0005250043750364586"
"577 倉庫","0.001411996395693411","0.005621925509486999","0.001081665765278529","0.0008307947936859596","0.002142067440574903","0.0","0.0","0.00042643923240938164","0.00394799982550277","0.00232784755305327","0.019340974212034383","0.0","0.002147755207659464","0.0021551724137931034","0.0020098338298101424","0.0019469457288878072","0.005018686599038975","0.0040426113083856866","0.002074875958502481","0.004689331770222743","0.002096605112490928","0.0012591197928924452","0.001427831515881126","0.0014336917562724014","0.0","0.0009432973482863432","0.0017618981063830688","0.007136957521937483","0.001494190002267967","0.001753463089601964","0.0012941074971961003","0.004036326942482341","0.0","0.0038058220980606502","0.0","0.00658694770976895","0.0009978299075131716","0.0008850967750606224","0.0040595399188092015","0.0018497631400857207","0.0036855036855036856","0.003631252196321893","0.0017895283726837154","0.0016001137858692174","0.0012651481999800696","0.0010415327247010415","0.0015539440580139114","0.0","0.0011295788284653866","0.0014278914802475012","0.0012940795858945326","0.000984251968503937","0.002772120389228332","0.0008012820512820513","0.0","0.0","0.0","0.001063264221158958","0.0012972271769093563","0.0012903225806451613","0.001940954132189192","0.0265022137887413","0.0011400479376254748","0.0011954297799949424","0.001298865423500337","0.0015867918469123674","0.011225248016154375","0.017213649206694197","0.00042455421807102543","0.00015913430935709738","0.00028509077782609053","0.0002511822472116355","0.0001211827435773146","0.00024048578127818193","0.000006754794215194234","0.0002557544757033248","0.00018849932362007406","0.0007911498491451559","0.00021595606836552107","0.000741839762611276","0.0","0.0002621231979030144","0.00034107469535828345","0.00014330753797649757","0.00023408995511930517","0.0005861664712778429","0.000625341983897444","0.00032690421706440013","0.0019173617102866455","0.0036763976854954808","0.0003043440454155849","0.0006903563493956243","0.000524663946421065","0.0005606009642336585","0.0006218217996904709","0.000361794500723589","0.0005959955541953255","0.00012076808502073185","0.0002231644722160232","0.0008537048078486639","0.0002132694202118476","0.0009422179372000789","0.001741131584126936","0.00024030209406110539","0.00026389866291344125","0.000269132902720689","0.0035830254170865525","0.0","0.002030891241033566"
