"""","011 耕種農業","012 畜産","013 農業サービス","015 林業","017 漁業","061 金属鉱物","062 石炭・原油・天然ガス","063 非金属鉱物","111 食料品","112 飲料","113 飼料・有機質肥料（別掲を除く。）","114 たばこ","151 繊維工業製品","152 衣服・その他の繊維既製品","161 木材・木製品","162 家具・装備品","163 パルプ・紙・板紙・加工紙","164 紙加工品","191 印刷・製版・製本","201 化学肥料","202 無機化学工業製品","203 石油化学基礎製品","204 有機化学工業製品（石油化学基礎製品を除く。）","205 合成樹脂","206 化学繊維","207 医薬品","208 化学最終製品（医薬品を除く。）","211 石油製品","212 石炭製品","221 プラスチック製品","222 ゴム製品","231 なめし革・毛皮・同製品","251 ガラス・ガラス製品","252 セメント・セメント製品","253 陶磁器","259 その他の窯業・土石製品","261 銑鉄・粗鋼","262 鋼材","263 鋳鍛造品","269 その他の鉄鋼製品","271 非鉄金属製錬・精製","272 非鉄金属加工製品","281 建設・建築用金属製品","289 その他の金属製品","291 はん用機械","301 生産用機械","311 業務用機械","321 電子デバイス","329 その他の電子部品","331 産業用電気機器","332 民生用電気機器","333 電子応用装置・電気計測器","339 その他の電気機械","341 通信機械・同関連機器","342 電子計算機・同附属装置","351 乗用車","352 その他の自動車","353 自動車部品・同附属品","354 船舶・同修理","359 その他の輸送機械・同修理","391 その他の製造工業製品","392 再生資源回収・加工処理","411 建築","412 建設補修","413 公共事業","419 その他の土木建設","461 電力","462 ガス・熱供給","471 水道","481 廃棄物処理","511 商業","531 金融・保険","551 不動産仲介及び賃貸","552 住宅賃貸料","553 住宅賃貸料（帰属家賃）","571 鉄道輸送","572 道路輸送（自家輸送を除く。）","573 自家輸送","574 水運","575 航空輸送","576 貨物利用運送","577 倉庫","578 運輸附帯サービス","579 郵便・信書便","591 通信","592 放送","593 情報サービス","594 インターネット附随サービス","595 映像・音声・文字情報制作","611 公務","631 教育","632 研究","641 医療","642 保健衛生","643 社会保険・社会福祉","644 介護","659 その他の非営利団体サービス","661 物品賃貸サービス","662 広告","663 自動車整備・機械修理","669 その他の対事業所サービス","671 宿泊業","672 飲食サービス","673 洗濯・理容・美容・浴場業","674 娯楽サービス","679 その他の対個人サービス","681 事務用品","691 分類不明","700 内生部門計"
"251 ガラス・ガラス製品","0.0","0.0","0.0","0.0006923289947382996","0.0","0.0","0.0","0.0","0.0011415027119777807","0.005088783022953659","0.0","0.0","0.000310518825203778","0.0007037297677691766","0.00007177977963607651","0.027196398150401556","0.00010678056593699947","0.0","0.0","0.0","0.0008870252399000081","0.0","0.000489942186821955","0.0","0.0","0.007441567969814484","0.003930388083469923","0.0","0.0","0.004784449287342502","0.0010352859977568803","0.0","0.07547169811320754","0.0","0.0","0.0016214025131738954","0.0","0.0","0.0","0.0","0.0","0.0035375424622232634","0.0001443168042486867","0.00042669700956512465","0.0005935798061550326","0.00005143371480005143","0.07569927482610626","0.0","0.0077456833951912215","0.00015865460891638903","0.0029116790682626984","0.0","0.006619144602851324","0.0","0.0","0.0","0.0","0.0","0.0009729203826820172","0.0032258064516129032","0.012054346715701297","0.0","0.004999527297196595","0.0026667279707579487","0.00007722983599191193","0.00009445189564954568","0.0","0.0","0.00002497377753358973","0.00007956715467854869","0.00008819354997497764","0.000004830427830992991","0.0","0.0","0.0","0.0","0.00001108819550706318","0.0","0.00004627630036404023","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00008724999900852273","0.0003353995602539099","0.003213295008095997","0.00031922324450920215","0.004036326942482341","0.00015200088436878177","0.0002083059246590361","0.00020940384336592515","0.0","0.0","0.006463764973711312","0.000010155686676754649","0.000701185441637268","0.00030280549289164103","0.00010298661174047374","0.0005981703026038002","0.00004893325504012527","0.0","0.0","0.0008618924283385422"
"252 セメント・セメント製品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000001385816994550968","0.0","0.0","0.0","0.0","0.0","0.10822300497995871","0.0","0.0015200648561005268","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00003555808413042705","0.00003032889520500167","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0005618551435284503","0.0","0.027733751536284112","0.035127244304466766","0.06330038193664345","0.03723293726505091","0.0","0.0","0.0","0.00015913430935709738","0.0","0.0","0.0","0.00003006072265977274","0.00012834109008869044","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000003965909045841942","0.0","0.000037655800876124964","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.007103636293821756","0.0028181928838478024"
"253 陶磁器","0.00013005229960334048","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000029082871642746005","0.000036090659737259996","0.0","0.0","0.0","0.0","0.0","0.0015210513506935994","0.0","0.0","0.0","0.0","0.00016127731634545602","0.0","0.0","0.0","0.0","0.0","0.0000550593158244709","0.0","0.0","0.00007514841812579845","0.0","0.0","0.0","0.00008097493825660957","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00004765969246500262","0.0006300630063006301","0.0005919786887672044","0.007633587786259542","0.055430046796837176","0.0030144375694113913","0.0","0.000984251968503937","0.0006505996831862413","0.0","0.0","0.0","0.0","0.0002658160552897395","0.0","0.0","0.0004086219225661457","0.00006325110689437066","0.0051552411618478785","0.0008965723349962068","0.0002667939788811503","0.0006233825112870016","0.0","0.0","0.0","0.0003580521960534691","0.0000799894988145146","0.000004830427830992991","0.0","0.0","0.0","0.0","0.00002217639101412636","0.0","0.00007712716727340038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00007138636282515497","0.00009937764748263997","0.0","0.00023388633756119763","0.0002242403856934634","0.001160734026088879","0.000844187168355041","0.00017718786746347514","0.0","0.0","0.0","0.000010155686676754649","0.0013804588382233713","0.0012036518342442733","0.0","0.000017593244194229415","0.00022019964768056372","0.0","0.0","0.0003393470901875002"
"259 その他の窯業・土石製品","0.0026567826918968127","0.0017568517217146872","0.0034252749233820083","0.0","0.00006909894969596462","0.0","0.0","0.0","0.00007270717910686501","0.000018045329868629998","0.002148997134670487","0.0","0.0","0.0","0.00017944944909019129","0.002737892431248479","0.0004271222637479979","0.0","0.0","0.004689331770222743","0.014273042496572857","0.0","0.000251970267508434","0.0007168458781362007","0.0","0.0010481081647626036","0.0006861237818126374","0.000012472352950958707","0.0004135704470563123","0.00012524736354299743","0.0002588214994392201","0.0","0.018867924528301886","0.015223288392242601","0.0","0.026651803810295905","0.006228934441449704","0.0003839899241043915","0.014884979702300407","0.0","0.004914004914004914","0.000632540705165749","0.0046470010968077125","0.0036980407495644137","0.004752971148555262","0.005953452488105954","0.0018499334023975138","0.015267175572519083","0.002743262869130224","0.0034904013961605585","0.0016175994823681655","0.001968503937007874","0.011003620728671646","0.0016025641025641025","0.0","0.0","0.0","0.001594896331738437","0.00170261066969353","0.0032258064516129032","0.002604964756359179","0.0","0.008419671110073019","0.018644106761074968","0.005525443720512244","0.01420556510569167","0.00004537745534574785","0.0000869376222560313","0.004420358623445382","0.0","0.00006358139649358853","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00009586808551433228","0.00006345454473347108","0.0008571322095377698","0.000012551933625374989","0.000053730645115410265","0.0","0.0","0.000010963469718896637","0.0","0.0","0.0","0.0001761613095560735","0.0","0.00004382409010232925","0.00009084164786749231","0.00003432887058015791","0.000721323011963406","0.0006116656880015658","0.0053745381256298285","0.0014207272587643512","0.0016472814869085658"
"261 銑鉄・粗鋼","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000040319329086364006","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.41493031133418484","0.3197023310108343","0.12652232746955344","0.03252876156101962","0.0","0.0","-0.0008081741037926456","-0.002880204814564591","-0.0004159391342400229","-0.0011572585830011573","-0.0004439840165754033","0.0","0.0","-0.00015865460891638903","-0.0006470397929472663","0.0","-0.0014709210228558498","0.0","0.0","0.0","0.0","-0.0002658160552897395","-0.0015404572725798604","-0.0012903225806451613","0.0","0.0","0.0","-0.0006896710269201591","-0.00014743877780274095","-0.00011334227477945482","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.15353453903160158","0.05412750024282989"
"262 鋼材","0.00003715779988666871","0.0","0.0","0.0","0.00006909894969596462","0.0","0.0","0.0008528784648187633","0.0","0.0","0.0","0.0","0.000025876568766981498","0.00017593244194229416","0.0006101281269066504","0.013689462156242395","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0015781167806417674","0.006815632818566129","0.0","0.0","0.011012591602898903","0.0","0.006181597081475476","0.0","0.3737201135842195","0.14749661705006767","0.474216106474171","0.0","0.0009605247745109524","0.2513421462795128","0.177185933221918","0.030710172744721688","0.06048604860486049","0.006437768240343348","0.0","0.005728578344360174","0.04220212597175948","0.03849886768036234","0.004921259842519685","0.01787734781624802","0.011217948717948718","0.0","0.0","0.0","0.022062732589048378","0.12672287984433273","0.027741935483870966","0.0043416079272652975","0.0","0.021894481611860948","0.014414124462631324","0.024341440125814424","0.0349472013903319","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.001054230876561967","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0003252208791804434","0.0","0.0","0.0","0.0","0.0","0.0000733998825601879","0.0","0.13779134508313173","0.03438826471094909"
"263 鋳鍛造品","0.0","0.0","0.0","0.0","0.00013819789939192924","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0003042102701387199","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00012146240738491437","0.0","0.0006080259424402108","0.0","0.0","0.010148849797023005","0.0","0.0","0.0","0.030999249552617906","0.005227038367172776","0.03467892531726191","0.029047190433329047","0.0019239307384934143","0.0","0.00048410521219945134","0.010788513406314454","0.0012940795858945326","0.002952755905511811","0.00280040733197556","0.0","0.0","0.0","0.0","0.023125996810207338","0.013053348467650397","0.012258064516129033","0.0017877209112268874","0.0","0.0002558156347842529","0.00027586841076806363","0.0012075937991462592","0.010370818142320116","0.0","0.0","0.0005244493282053844","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000013818262215343799","0.000010963469718896637","0.0","0.0","0.0","0.0","0.0","0.000021912045051164625","0.000030280549289164105","0.0","0.0","0.000024466627520062635","0.0","0.0002111891871136198","0.0017543862045844918"
"269 その他の鉄鋼製品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00003588988981803826","0.01454125091263081","0.0","0.0","0.0","0.0","0.0","0.0","0.000013998348194913","0.0","0.0","0.0","0.000004235331986497762","0.0","0.0","0.00005009894541719897","0.0","0.0","0.0","0.0023887606785699825","0.0","0.00395216862586137","0.000018756201269044577","0.0","0.0006765899864682003","0.0","0.0","0.000187419468197259","0.10416786930670208","0.09995377449063045","0.01128234901626062","0.020753503921820755","0.0017019387302057126","0.0","0.004195578505728578","0.006663493574488339","0.02588159171789065","0.0","0.010522742701968771","0.0008012820512820513","0.0","0.0","0.0","0.009037745879851143","0.027160694016539647","0.03225806451612903","0.002451731535396874","0.0","0.0002502544253324213","0.0006666819926894872","0.0004282745450460571","0.00007556151651963655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00001586363618336777","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00043362783890725786","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.006374073647429252","0.001713538869654515"
"271 非鉄金属製錬・精製","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00003588988981803826","0.0002433682161109759","0.00010678056593699947","0.0","-0.0004510599909788002","0.0","0.019312958632368357","0.0","0.003093634951075773","0.0","0.0","0.0","0.002596258507723128","0.0","0.0","0.0004759399814633902","0.0","0.0","0.018867924528301886","0.0","0.0","0.00658694770976895","0.0029147136772095274","0.0040798929436091595","0.0020297699594046007","-0.00013534852244529664","0.15601965601965603","0.4868220686423802","0.0017895283726837154","0.011200796501084522","0.00019497146917501072","0.002083065449402083","0.009323664348083469","0.022900763358778626","0.02299499757947394","0.008567348881485007","0.0009705596894208993","0.000984251968503937","0.10570830504639059","0.0","0.0","0.0","0.0","0.00531632110579479","0.0009729203826820172","0.0032258064516129032","0.01741750944938196","0.0","0.00008897935122930535","0.0","0.0","0.0","0.0","0.0","0.00002497377753358973","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00009586808551433228","0.0","0.0","0.000050207734501499955","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00023038820412394885","0.004260964469785882"
"272 非鉄金属加工製品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.001192397737352586","0.0017323516673884798","0.0","0.0","0.0","0.0","0.0011484764741772242","0.008091993185689948","0.0","0.00032777929527451517","0.002976995940460081","0.0","0.000040319329086364006","0.0","0.000013998348194913","0.0","0.0","0.0011529189812388638","0.0018042514262480464","0.00001108653595640774","0.0","0.0021542546529395557","0.0015529289966353206","0.0010090817356205853","0.0","0.0003643872221547431","0.0","0.003546817997567896","0.0","0.0004703876570278796","0.0","0.0","0.006142506142506142","0.08651751200655969","0.027535646250649425","0.03498915478434022","0.05385111978613796","0.01822039346791822","0.017315376646440728","0.015267175572519083","0.057205099241568504","0.0520387117245756","0.044969265609835","0.027559055118110236","0.05555555555555555","0.01201923076923077","0.015","0.0","0.0","0.02658160552897395","0.012810118371979894","0.01935483870967742","0.0199203187250996","0.0","0.008325130549391881","0.010207131198418354","0.004900584138395866","0.024463040973232333","0.0002892812778291425","0.0","0.00022476399780230758","0.0","0.000012306076740694556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00009255260072808046","0.0","0.0","0.0","0.000031006790487116676","0.0","0.0","0.0","0.0","0.0","0.0002876042565429968","0.00016656817992536158","0.0","0.0001255193362537499","0.0023704696374445707","0.0","0.000138182622153438","0.00040564837959917554","0.00020940384336592515","0.0","0.0","0.0025746652935118436","0.000040622746707018597","0.0007669215767907619","0.00038607700343684236","0.0007209062821833162","0.0","0.00039146604032100216","0.0008957563542716381","0.0061436854433053025","0.004153586525789355"
"281 建設・建築用金属製品","0.0","0.0","0.0","0.0","0.00020729684908789387","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00007177977963607651","0.0004867364322219518","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00012146240738491437","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0278242798591468","0.0007111616826085411","0.00043760263081502407","0.00012858428700012858","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.008918436841251823","0.008387096774193548","0.009040760036775973","0.0","0.06291396252857072","0.09059978390307823","0.029052460121321053","0.06307497591476662","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00008016192709272732","0.000006754794215194234","0.0","0.0","0.0","0.00043191213673104213","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0000805120566804879","0.0","0.0001626104395902217","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.001094343969588757","0.0033130057504577566"
"289 その他の金属製品","0.0008453399474217132","0.002459592410400562","0.0","0.0005538631957906397","0.001451077943615257","0.0","0.0","0.029424307036247335","0.005562099201675173","0.06445791829074636","0.0014326647564469914","0.0","0.00012938284383490748","0.002595003518648839","0.010587517496321286","0.03401070820150888","0.0003203416978109984","0.0004916689429117728","0.0007216959855660803","0.0","0.011652286105959198","0.00037655919039774065","0.0044094796813975955","0.0026284348864994028","0.0","0.01205324389476994","0.01076621390967731","0.00034922588262684384","0.0018944194671611724","0.0017785125623105635","0.034595807091709084","0.010090817356205853","0.0","0.00777359407263452","0.0","0.014085934333198217","0.000022507441522853492","0.00006143838785670264","0.012178619756427604","0.0004060455673358899","0.0","0.002249033618367108","0.047855452288864515","0.03609145539238346","0.024462420332491346","0.03313617075993314","0.025085096936510287","0.015267175572519083","0.025415523640471196","0.036173250832936696","0.02491103202846975","0.022637795275590553","0.015982122652183753","0.01842948717948718","0.04","0.0","0.0","0.010101010101010102","0.03137668234149506","0.014193548387096775","0.02221881703953417","0.0001265022137887413","0.02127162615325581","0.0761856594404469","0.008607616266007638","0.006649413453728016","0.0003006256416655795","0.001217126711584438","0.0009989511013435892","0.00015913430935709738","0.002844754739890558","0.0001110998401128388","0.000017311820511044942","0.00033066794925750017","0.0004728355950635964","0.0002557544757033248","0.0013971126338899608","0.0","0.001804775714197569","0.0","0.0004764173415912339","0.002621231979030144","0.002511550029456451","0.0","0.0005811888540893093","0.00008373806732540613","0.00023450324396154148","0.00032690421706440013","0.0003834723420573291","0.004160238589088198","0.00011179985341796996","0.00017572707075524984","0.00033818700160875875","0.0001121201928467317","0.0005389122263984082","0.0005152830767881419","0.0022873342890739517","0.0010064007085060988","0.0","0.004580194048457911","0.00024373648024211158","0.0008545697569954204","0.0027631001226362246","0.003501544799176107","0.00015833919774806474","0.005333724799373655","0.0003359086328518643","0.004050992589179434","0.005072583255133684"
"291 はん用機械","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0029850746268656717","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00444146994402531","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00006776531178396419","0.0","0.0","0.0004508905087547907","0.0","0.0","0.0","0.0004858496295396575","0.0","0.0011147142278070531","0.0","0.0","0.0027063599458728013","0.0","0.0","0.0","0.0018761184552329273","0.0006044874302172599","0.13716459491427754","0.03350906519223351","0.005919786887672044","0.0","0.002339841858964015","0.015072187847056957","0.020058233581365253","0.001968503937007874","0.0004243041412084182","0.003205128205128205","0.0","0.0","0.0","0.01063264221158958","0.033241446408302254","0.0064516129032258064","0.0003575441822453775","0.0","0.00930390341291424","0.0006896710269201591","0.003615760503257695","0.007272795965015018","0.0","0.0","0.006593077268867689","0.0","0.000004102025580231519","0.0","0.0","0.0","0.0","0.0001278772378516624","0.0","0.0","0.0","0.0","0.0","0.00008737439930100481","0.0003720814858454001","0.0","0.0","0.0","0.0","0.0","0.00009586808551433228","0.0002538181789338843","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03393137839449293","0.00012186824012105579","0.0","0.0","0.0","0.0","0.00004893325504012527","0.0","0.0","0.0055612485295300955"
"301 生産用機械","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0021321961620469083","0.0","0.0","0.0","0.0","0.0","0.0","0.00003588988981803826","0.0003042102701387199","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000009700718961856774","0.0","0.0031311840885749355","0.0","0.0","0.0","0.0008907243208227054","0.0","0.0010133765707336846","0.0","0.0","0.0020297699594046007","0.00009023234829686443","0.0","0.00007028230057397213","0.000028863360849737343","0.0005689293460868328","0.0033881708643301862","0.13086022888003085","0.0009619653692467072","0.0","0.002420526060997257","0.002379819133745835","0.0012940795858945326","0.002952755905511811","0.00036773025571396246","0.0","0.0","0.0","0.0","0.0007974481658692185","0.007621209664342468","0.0006451612903225806","0.00015323322096230462","0.0","0.00001668362835549475","0.00009195613692268788","0.00016148056616490676","0.00001889037912990914","0.0","0.00004346881112801565","0.00019979022026871785","0.0","0.000004102025580231519","0.0","0.0","0.0","0.0","0.0","0.00001108819550706318","0.0","0.0001234034676374406","0.0","0.0004764173415912339","0.00008737439930100481","0.00009302037146135003","0.0","0.0","0.0","0.0","0.0","0.0","0.000011897727137525828","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00012076808502073185","0.0","0.05093772020163694","0.0","0.0","0.0","0.0","0.0","0.00004893325504012527","0.0","0.0","0.0020711921233223392"
"311 業務用機械","0.0","0.0","0.0027041644131963224","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000057726721699474687","0.0","0.0048612886314302675","0.004449016330204449","0.08872280597898476","0.0","0.0","0.0011105822624147231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000531632110579479","0.0014593805740230259","0.0","0.0005107774032076821","0.0","0.00038372345217637933","0.0","0.00004914625926758032","0.0","0.0","0.0","0.00009989511013435893","0.000039783577339274344","0.0009742310753049857","0.000014491283492978974","0.0","0.0","0.0","0.0","0.00001108819550706318","0.0","0.00003085086690936015","0.0","0.0","0.00008737439930100481","0.000031006790487116676","0.0","0.000016144134835814148","0.0","0.0","0.0","0.0012462851116863197","0.00788026127408794","0.0","0.0","0.013884630823058665","0.006166610606570243","0.0030676542118063233","0.002872429066350919","0.0","0.003945090777343907","0.0","0.025082660306791696","0.00014217961347456507","0.000021912045051164625","0.0","0.0","0.003993666432090077","0.0002935995302407516","0.025305117008173776","0.0","0.001727883251486112"
"321 電子デバイス","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00003555808413042705","0.0009878554438200544","0.004268998328404269","0.06126979428740565","0.05343511450381679","0.04235920606745199","0.029668411867364748","0.10579100614687803","0.1624015748031496","0.10808440823715773","0.07451923076923077","0.2","0.0","0.0","0.006911217437533227","0.0","0.0","0.009296148738379814","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000025103867250749977","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010298661174047374","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0010278774181041673"
"329 その他の電子部品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0006314839873703202","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000004235331986497762","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00030455663582054583","0.0","0.0000711161682608541","0.02146852510582618","0.0014915777292014915","0.057643924818706525","0.17557251908396945","0.22906244957237373","0.02570204664445502","0.026205111614364285","0.12696850393700787","0.005629101606698348","0.2219551282051282","0.11","0.0","0.0","0.004518872939925572","0.0007296902870115129","0.0006451612903225806","0.001685565430585351","0.0","0.00045045796559835835","0.00016092323961470377","0.00004914625926758032","0.0","0.000005672181918218481","0.0","0.00002497377753358973","0.0","0.00002666316627150487","0.000028982566985957948","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00015336928094023442","0.001925975548484341","0.0008598452278589854","0.00032690421706440013","0.0036429872495446266","0.001669647708299458","0.000024844411870659992","0.0027237695967063727","0.0","0.0","0.000027636524430687598","0.0","0.0","0.0","0.0","0.04624911919345222","0.000020311373353509298","0.0","0.0","0.0","0.0","0.00004893325504012527","0.02866420333669242","0.0","0.00193854074467014"
"331 産業用電気機器","0.0","0.00017568517217146873","0.0","0.0","0.0006218905472636816","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00003588988981803826","0.000060842054027743974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000023427433524657373","0.0004040870518963228","0.0","0.061385683894923375","0.024160987527324162","0.007621725617877756","0.0","0.0014523156365983541","0.19435189592257654","0.01973471368489162","0.010826771653543307","0.0013011993663724825","0.03125","0.015","0.0","0.0","0.024720893141945772","0.01532349602724177","0.004516129032258065","0.00005107774032076821","0.0","0.002558156347842529","0.0034943332030621392","0.0013058863176814198","0.0034947201390331905","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0000639386189258312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.018930565342294977","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0009023537994854664","0.002772973927788196"
"332 民生用電気機器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.08152701391135554","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0002432300956705043","0.0006451612903225806","0.0","0.0","0.0033089196238397928","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00004435278202825272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0006710765986003259","0.0005790227206929236","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0000805120566804879","0.0","0.006572171933438127","0.000020311373353509298","0.0","0.0","0.0","0.0001055594651653765","0.0","0.0","0.0","0.00020532957993229178"
