"""","011 耕種農業","012 畜産","013 農業サービス","015 林業","017 漁業","061 金属鉱物","062 石炭・原油・天然ガス","063 非金属鉱物","111 食料品","112 飲料","113 飼料・有機質肥料（別掲を除く。）","114 たばこ","151 繊維工業製品","152 衣服・その他の繊維既製品","161 木材・木製品","162 家具・装備品","163 パルプ・紙・板紙・加工紙","164 紙加工品","191 印刷・製版・製本","201 化学肥料","202 無機化学工業製品","203 石油化学基礎製品","204 有機化学工業製品（石油化学基礎製品を除く。）","205 合成樹脂","206 化学繊維","207 医薬品","208 化学最終製品（医薬品を除く。）","211 石油製品","212 石炭製品","221 プラスチック製品","222 ゴム製品","231 なめし革・毛皮・同製品","251 ガラス・ガラス製品","252 セメント・セメント製品","253 陶磁器","259 その他の窯業・土石製品","261 銑鉄・粗鋼","262 鋼材","263 鋳鍛造品","269 その他の鉄鋼製品","271 非鉄金属製錬・精製","272 非鉄金属加工製品","281 建設・建築用金属製品","289 その他の金属製品","291 はん用機械","301 生産用機械","311 業務用機械","321 電子デバイス","329 その他の電子部品","331 産業用電気機器","332 民生用電気機器","333 電子応用装置・電気計測器","339 その他の電気機械","341 通信機械・同関連機器","342 電子計算機・同附属装置","351 乗用車","352 その他の自動車","353 自動車部品・同附属品","354 船舶・同修理","359 その他の輸送機械・同修理","391 その他の製造工業製品","392 再生資源回収・加工処理","411 建築","412 建設補修","413 公共事業","419 その他の土木建設","461 電力","462 ガス・熱供給","471 水道","481 廃棄物処理","511 商業","531 金融・保険","551 不動産仲介及び賃貸","552 住宅賃貸料","553 住宅賃貸料（帰属家賃）","571 鉄道輸送","572 道路輸送（自家輸送を除く。）","573 自家輸送","574 水運","575 航空輸送","576 貨物利用運送","577 倉庫","578 運輸附帯サービス","579 郵便・信書便","591 通信","592 放送","593 情報サービス","594 インターネット附随サービス","595 映像・音声・文字情報制作","611 公務","631 教育","632 研究","641 医療","642 保健衛生","643 社会保険・社会福祉","644 介護","659 その他の非営利団体サービス","661 物品賃貸サービス","662 広告","663 自動車整備・機械修理","669 その他の対事業所サービス","671 宿泊業","672 飲食サービス","673 洗濯・理容・美容・浴場業","674 娯楽サービス","679 その他の対個人サービス","681 事務用品","691 分類不明","700 内生部門計","711 家計外消費支出(列)","721 民間消費支出","731 一般政府消費支出","732 一般政府消費支出（社会資本等減耗分）","741 県内総固定資本形成（公的）","751 県内総固定資本形成（民間）","761 在庫純増","771 調整項","780 県内最終需要計","790 県内需要合計","810 移輸出","820 最終需要計","830 需要合計","870 （控除）移輸入","880 最終需要部門計","970 県内生産額"
"661 物品賃貸サービス","95.0","86.0","61.0","27.0","19.0","0.0","0.0","17.0","464.0","182.0","2.0","0.0","98.0","132.0","228.0","161.0","30.0","58.0","131.0","2.0","301.0","139.0","109.0","6.0","0.0","11.0","611.0","61.0","121.0","171.0","95.0","1.0","0.0","137.0","0.0","126.0","504.0","844.0","6.0","179.0","2.0","106.0","74.0","133.0","2451.0","713.0","56.0","2.0","76.0","84.0","11.0","6.0","144.0","4.0","0.0","0.0","0.0","12.0","95.0","13.0","120.0","812.0","3555.0","506.0","5481.0","3264.0","929.0","166.0","140.0","166.0","4922.0","1927.0","120.0","183.0","0.0","35.0","613.0","9313.0","246.0","164.0","28.0","75.0","180.0","1.0","1624.0","231.0","146.0","218.0","93.0","3384.0","313.0","403.0","3059.0","144.0","785.0","1992.0","299.0","70.0","7.0","717.0","1429.0","463.0","251.0","97.0","349.0","184.0","0.0","186.0","58587.0","204.0","2729.0","0.0","0.0","0.0","0.0","0.0","0.0","2933.0","61520.0","2963.0","5896.0","64483.0","-39642.0","-33746.0","24841.0"
"662 広告","54.0","0.0","9.0","6.0","13.0","0.0","0.0","7.0","746.0","1061.0","0.0","0.0","20.0","77.0","34.0","130.0","17.0","35.0","9.0","2.0","96.0","12.0","51.0","3.0","0.0","380.0","9368.0","92.0","16.0","159.0","38.0","4.0","0.0","17.0","0.0","16.0","193.0","226.0","1.0","51.0","1.0","40.0","74.0","27.0","1106.0","232.0","45.0","1.0","28.0","21.0","28.0","5.0","51.0","4.0","1.0","0.0","0.0","10.0","10.0","2.0","122.0","2.0","361.0","17.0","114.0","43.0","600.0","201.0","235.0","18.0","4909.0","5478.0","806.0","1160.0","0.0","65.0","320.0","0.0","123.0","15.0","7.0","5.0","256.0","5.0","2154.0","123.0","196.0","79.0","334.0","372.0","451.0","107.0","469.0","33.0","112.0","112.0","232.0","161.0","3.0","160.0","1211.0","126.0","1228.0","239.0","599.0","361.0","0.0","0.0","38353.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","38376.0","65.0","88.0","38441.0","-33960.0","-33872.0","4481.0"
"663 自動車整備・機械修理","709.0","29.0","139.0","167.0","32.0","0.0","0.0","26.0","866.0","237.0","4.0","0.0","197.0","96.0","401.0","19.0","52.0","42.0","43.0","9.0","645.0","583.0","737.0","23.0","0.0","65.0","1036.0","1192.0","488.0","342.0","176.0","2.0","0.0","406.0","0.0","204.0","1371.0","2229.0","15.0","63.0","7.0","225.0","387.0","229.0","2145.0","450.0","77.0","2.0","139.0","38.0","9.0","9.0","136.0","3.0","1.0","0.0","0.0","19.0","22.0","4.0","38.0","35.0","536.0","467.0","1000.0","422.0","7989.0","65.0","1549.0","529.0","354.0","610.0","138.0","125.0","0.0","40.0","3271.0","16338.0","98.0","14.0","39.0","104.0","326.0","3.0","498.0","182.0","287.0","16.0","39.0","3426.0","457.0","1273.0","891.0","68.0","421.0","165.0","571.0","2745.0","8.0","498.0","474.0","106.0","603.0","234.0","423.0","62.0","0.0","303.0","64387.0","38.0","24444.0","0.0","0.0","0.0","0.0","0.0","0.0","24482.0","88869.0","0.0","24482.0","88869.0","-15073.0","9409.0","73796.0"
"669 その他の対事業所サービス","86.0","6.0","67.0","3.0","90.0","0.0","0.0","34.0","1868.0","595.0","6.0","0.0","187.0","431.0","222.0","264.0","33.0","207.0","295.0","6.0","680.0","219.0","533.0","34.0","0.0","174.0","4038.0","657.0","300.0","794.0","233.0","39.0","1.0","838.0","0.0","295.0","935.0","1721.0","13.0","311.0","3.0","369.0","407.0","422.0","4427.0","2623.0","235.0","3.0","258.0","129.0","64.0","18.0","882.0","30.0","6.0","0.0","0.0","45.0","59.0","7.0","245.0","227.0","13369.0","777.0","14754.0","1326.0","4539.0","455.0","4841.0","673.0","28056.0","14567.0","5247.0","3959.0","524.0","345.0","1348.0","31.0","507.0","18.0","76.0","1191.0","3737.0","50.0","10570.0","1183.0","1765.0","380.0","444.0","12354.0","3779.0","7003.0","11595.0","253.0","2633.0","2070.0","3517.0","1193.0","241.0","1937.0","10572.0","466.0","1619.0","619.0","1166.0","1090.0","0.0","533.0","204046.0","215.0","4290.0","0.0","0.0","1046.0","11416.0","0.0","0.0","16967.0","221013.0","0.0","16967.0","221013.0","-122546.0","-105579.0","98467.0"
"671 宿泊業","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9704.0","23264.0","0.0","0.0","0.0","0.0","0.0","0.0","32968.0","32968.0","42666.0","75634.0","75634.0","-29997.0","45637.0","45637.0"
"672 飲食サービス","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","593.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2355.0","0.0","488.0","1929.0","0.0","0.0","0.0","0.0","0.0","494.0","708.0","0.0","0.0","0.0","0.0","991.0","7558.0","41992.0","122711.0","0.0","0.0","0.0","0.0","0.0","0.0","164703.0","172261.0","6201.0","170904.0","178462.0","-46364.0","124540.0","132098.0"
"673 洗濯・理容・美容・浴場業","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","9.0","9.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","0.0","2.0","0.0","3.0","0.0","0.0","1.0","8.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","11.0","14.0","0.0","1.0","0.0","1.0","2.0","1.0","6.0","4.0","0.0","0.0","1.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","11.0","2.0","8.0","0.0","2.0","2.0","32.0","17.0","3.0","2.0","0.0","48.0","14.0","0.0","6.0","0.0","0.0","0.0","1.0","2.0","51.0","19.0","1.0","1.0","3.0","29.0","18.0","6.0","4088.0","51.0","850.0","1206.0","4.0","1.0","3.0","1.0","8.0","418.0","423.0","632.0","7.0","24.0","0.0","218.0","8309.0","138.0","27005.0","0.0","0.0","0.0","0.0","0.0","0.0","27143.0","35452.0","1284.0","28427.0","36736.0","-7606.0","20821.0","29130.0"
"674 娯楽サービス","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","646.0","0.0","1.0","462.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","0.0","0.0","110.0","31.0","0.0","344.0","39.0","0.0","843.0","2544.0","7377.0","45991.0","0.0","0.0","0.0","0.0","0.0","0.0","53368.0","55912.0","5412.0","58780.0","61324.0","-4484.0","54296.0","56840.0"
"679 その他の対個人サービス","2.0","0.0","6.0","2.0","15.0","0.0","0.0","0.0","10.0","5.0","0.0","0.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","2.0","4.0","0.0","0.0","1.0","18.0","4.0","3.0","2.0","1.0","0.0","0.0","1.0","0.0","1.0","18.0","21.0","0.0","1.0","0.0","3.0","2.0","2.0","19.0","10.0","2.0","0.0","1.0","1.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","38.0","6.0","44.0","18.0","6.0","1.0","12.0","0.0","398.0","29.0","84.0","64.0","138.0","2.0","26.0","0.0","11.0","0.0","0.0","3.0","11.0","2.0","37.0","68.0","23.0","1.0","44.0","102.0","55.0","142.0","131.0","2.0","16.0","26.0","163.0","27.0","9.0","29.0","120.0","107.0","52.0","52.0","182.0","489.0","0.0","307.0","3250.0","459.0","37254.0","0.0","0.0","0.0","0.0","0.0","4.0","37717.0","40967.0","75.0","37792.0","41042.0","-170.0","37622.0","40872.0"
"681 事務用品","25.0","2.0","7.0","9.0","17.0","0.0","0.0","1.0","109.0","10.0","0.0","0.0","34.0","26.0","22.0","24.0","3.0","11.0","10.0","1.0","38.0","14.0","16.0","3.0","0.0","5.0","198.0","8.0","4.0","5.0","4.0","1.0","0.0","18.0","0.0","6.0","49.0","49.0","0.0","19.0","0.0","18.0","15.0","10.0","330.0","92.0","11.0","0.0","8.0","7.0","2.0","1.0","53.0","2.0","0.0","0.0","0.0","1.0","7.0","1.0","26.0","3.0","111.0","1.0","357.0","17.0","5.0","2.0","38.0","87.0","1147.0","817.0","105.0","47.0","0.0","24.0","138.0","42.0","159.0","2.0","12.0","21.0","54.0","25.0","285.0","36.0","9.0","5.0","27.0","770.0","258.0","623.0","460.0","23.0","238.0","491.0","281.0","24.0","5.0","91.0","192.0","105.0","112.0","115.0","109.0","123.0","0.0","3.0","8931.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8931.0","0.0","0.0","8931.0","0.0","0.0","8931.0"
"691 分類不明","1727.0","79.0","104.0","80.0","220.0","0.0","0.0","11.0","216.0","48.0","1.0","0.0","53.0","52.0","152.0","40.0","7.0","30.0","19.0","0.0","71.0","4.0","43.0","6.0","0.0","20.0","374.0","148.0","71.0","50.0","76.0","14.0","0.0","210.0","0.0","32.0","1150.0","769.0","11.0","133.0","2.0","194.0","25.0","100.0","3315.0","686.0","58.0","0.0","10.0","21.0","9.0","3.0","60.0","4.0","0.0","0.0","0.0","1.0","96.0","25.0","28.0","26.0","3016.0","741.0","1814.0","808.0","617.0","35.0","393.0","37.0","3785.0","1038.0","436.0","1924.0","26.0","294.0","624.0","3.0","332.0","24.0","15.0","154.0","374.0","3.0","1185.0","18.0","55.0","27.0","86.0","167.0","2430.0","423.0","666.0","125.0","736.0","476.0","257.0","179.0","5.0","556.0","1082.0","63.0","247.0","153.0","69.0","92.0","6.0","0.0","36280.0","0.0","137.0","0.0","0.0","0.0","0.0","0.0","0.0","137.0","36417.0","15963.0","16100.0","52380.0","-294.0","15806.0","52086.0"
"700 内生部門計","45104.0","4566.0","2049.0","2403.0","7184.0","0.0","0.0","1433.0","95619.0","33055.0","1135.0","0.0","24581.0","15455.0","17022.0","10504.0","7988.0","11998.0","5685.0","570.0","17959.0","75813.0","59083.0","3495.0","17.0","6627.0","177915.0","515964.0","69841.0","27987.0","6725.0","633.0","27.0","14466.0","2.0","4907.0","403247.0","429817.0","998.0","16166.0","648.0","34189.0","26003.0","15915.0","147661.0","46398.0","8616.0","83.0","9138.0","4537.0","2188.0","640.0","25247.0","781.0","140.0","0.0","0.0","2959.0","8215.0","974.0","12400.0","10381.0","100057.0","24614.0","79236.0","27114.0","144523.0","16475.0","21251.0","7128.0","164540.0","69690.0","18161.0","25193.0","42721.0","4643.0","23435.0","74575.0","43141.0","1072.0","718.0","4311.0","10842.0","1284.0","58601.0","6060.0","4928.0","2229.0","5901.0","77066.0","24574.0","31181.0","139909.0","2802.0","23025.0","22643.0","25867.0","8250.0","3230.0","45858.0","26765.0","23743.0","75040.0","8457.0","16414.0","13488.0","8931.0","52086.0","4086925.0","88909.0","2048686.0","663966.0","97848.0","203316.0","449886.0","63406.0","9349.0","3625366.0","7712291.0","2706142.0","6331508.0","10418433.0","-3098494.0","3233014.0","7319939.0"
"711 家計外消費支出（行）","257.0","6.0","48.0","63.0","447.0","0.0","0.0","125.0","1589.0","910.0","8.0","0.0","525.0","310.0","250.0","254.0","182.0","336.0","235.0","32.0","306.0","152.0","1296.0","41.0","1.0","155.0","3972.0","1181.0","308.0","689.0","205.0","15.0","1.0","386.0","0.0","224.0","4406.0","2297.0","12.0","98.0","7.0","305.0","1128.0","468.0","4206.0","1790.0","184.0","3.0","174.0","89.0","27.0","18.0","561.0","26.0","5.0","0.0","0.0","25.0","226.0","21.0","422.0","114.0","4182.0","646.0","2286.0","590.0","1457.0","282.0","427.0","647.0","10219.0","5981.0","631.0","999.0","0.0","274.0","1718.0","0.0","1345.0","14.0","76.0","206.0","1046.0","222.0","895.0","244.0","286.0","7.0","529.0","2342.0","802.0","1384.0","2504.0","207.0","2001.0","1235.0","1938.0","253.0","74.0","1301.0","1972.0","1091.0","2135.0","1204.0","1261.0","875.0","0.0","0.0","88909.0","","","","","","","","","","","","","","","",""
"911 雇用者所得","8350.0","562.0","2007.0","1575.0","2788.0","0.0","0.0","521.0","22099.0","7620.0","125.0","0.0","4507.0","4171.0","5809.0","5370.0","675.0","4064.0","3220.0","75.0","2498.0","1798.0","5331.0","429.0","3.0","612.0","23100.0","10490.0","567.0","8339.0","3329.0","295.0","17.0","4653.0","8.0","2326.0","14064.0","15766.0","77.0","997.0","104.0","5199.0","9455.0","9313.0","26468.0","17697.0","2897.0","31.0","3127.0","1317.0","642.0","254.0","6909.0","319.0","46.0","0.0","0.0","621.0","2628.0","457.0","5050.0","3839.0","46078.0","11200.0","35092.0","17216.0","12331.0","2714.0","5574.0","12116.0","169714.0","64732.0","8673.0","16223.0","0.0","3701.0","49401.0","0.0","9923.0","136.0","694.0","2745.0","7661.0","5048.0","12820.0","2720.0","4798.0","658.0","2435.0","93898.0","117218.0","37379.0","137670.0","5455.0","44150.0","54485.0","31298.0","3128.0","693.0","17004.0","47213.0","12586.0","39220.0","8990.0","13973.0","11272.0","0.0","0.0","1444645.0","","","","","","","","","","","","","","","",""
"921 営業余剰","29576.0","338.0","828.0","2638.0","1546.0","0.0","0.0","12.0","11807.0","9562.0","79.0","0.0","244.0","225.0","2447.0","-583.0","182.0","901.0","666.0","93.0","1531.0","1589.0","-1382.0","-118.0","7.0","847.0","13719.0","24579.0","-691.0","-1115.0","-229.0","-13.0","-1.0","2428.0","0.0","1511.0","54902.0","61548.0","300.0","3889.0","10.0","1867.0","-4453.0","-383.0","31976.0","6541.0","522.0","-11.0","-889.0","-354.0","-163.0","-13.0","-971.0","-5.0","-14.0","0.0","0.0","-22.0","229.0","1.0","-466.0","415.0","18104.0","4400.0","13788.0","6764.0","-25909.0","19.0","4991.0","1043.0","91031.0","45312.0","10856.0","31199.0","153094.0","616.0","2657.0","0.0","2421.0","6.0","158.0","562.0","8407.0","-110.0","32902.0","1746.0","1684.0","54.0","788.0","0.0","566.0","31.0","10665.0","132.0","317.0","4307.0","-479.0","2782.0","50.0","5401.0","9419.0","1413.0","4274.0","5997.0","13160.0","6440.0","0.0","0.0","728737.0","","","","","","","","","","","","","","","",""
"931 資本減耗引当","18982.0","279.0","508.0","743.0","1842.0","0.0","0.0","136.0","4263.0","2126.0","33.0","0.0","6968.0","1763.0","1696.0","377.0","173.0","448.0","963.0","62.0","2103.0","4253.0","5698.0","286.0","2.0","1056.0","11640.0","11880.0","4687.0","2850.0","1055.0","36.0","8.0","1911.0","1.0","636.0","46467.0","9307.0","44.0","389.0","35.0","699.0","1512.0","2079.0","17387.0","4894.0","1132.0","23.0","677.0","668.0","374.0","112.0","3299.0","120.0","22.0","0.0","0.0","221.0","822.0","67.0","1635.0","281.0","4739.0","1176.0","6728.0","1291.0","36186.0","3017.0","7273.0","1435.0","34484.0","22382.0","14108.0","21413.0","86508.0","5843.0","7039.0","0.0","6752.0","180.0","287.0","2019.0","2596.0","371.0","16353.0","982.0","809.0","71.0","642.0","0.0","3053.0","6827.0","26367.0","183.0","1048.0","6914.0","3493.0","9951.0","347.0","2835.0","8421.0","5494.0","7853.0","3032.0","7445.0","6021.0","0.0","0.0","565698.0","","","","","","","","","","","","","","","",""
"932 資本減耗引当（社会資本等減耗分）","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","936.0","1505.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","78279.0","13509.0","1958.0","0.0","42.0","1558.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97848.0","","","","","","","","","","","","","","","",""
"941 間接税（関税・輸入品商品税を除く）","6622.0","94.0","108.0","223.0","669.0","0.0","0.0","118.0","2297.0","2144.0","18.0","0.0","1823.0","812.0","641.0","515.0","165.0","558.0","316.0","21.0","405.0","1375.0","1411.0","52.0","1.0","244.0","5766.0","159519.0","245.0","1172.0","506.0","25.0","1.0","856.0","0.0","264.0","10073.0","2118.0","47.0","626.0","10.0","426.0","1002.0","732.0","3109.0","451.0","163.0","2.0","167.0","46.0","23.0","5.0","308.0","7.0","1.0","0.0","0.0","-42.0","214.0","30.0","538.0","780.0","6667.0","1465.0","5739.0","1810.0","7714.0","650.0","1453.0","1262.0","17781.0","3190.0","5336.0","5101.0","13763.0","685.0","6295.0","0.0","1527.0","-60.0","166.0","1603.0","2287.0","163.0","2316.0","190.0","289.0","40.0","137.0","564.0","1281.0","957.0","5131.0","98.0","270.0","1979.0","1471.0","477.0","87.0","1398.0","4709.0","1312.0","3577.0","1451.0","4588.0","2777.0","0.0","0.0","329518.0","","","","","","","","","","","","","","","",""
"951 （控除）経常補助金","-1242.0","-153.0","-1.0","-423.0","-4.0","0.0","0.0","0.0","-189.0","-1.0","-2.0","0.0","-3.0","0.0","-2.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-3.0","-2017.0","0.0","-1.0","0.0","0.0","0.0","-1.0","0.0","0.0","-2.0","-6.0","0.0","0.0","0.0","0.0","-1.0","-1.0","-4.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","0.0","-10.0","-2.0","-437.0","-1848.0","-3.0","-152.0","-1863.0","0.0","-205.0","-4266.0","-1.0","-330.0","0.0","-122.0","-359.0","0.0","-281.0","0.0","0.0","-1.0","-596.0","0.0","-3.0","0.0","-1.0","0.0","-1.0","0.0","-1.0","-48.0","-5853.0","0.0","-1.0","-351.0","-1507.0","0.0","0.0","-1.0","-32.0","-2.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","-22341.0","","","","","","","","","","","","","","","",""
"960 粗付加価値部門計","62545.0","1126.0","3498.0","4819.0","7288.0","0.0","0.0","912.0","41919.0","22361.0","261.0","0.0","14064.0","7281.0","10841.0","5932.0","1377.0","6307.0","5400.0","283.0","6843.0","9167.0","12354.0","690.0","14.0","2914.0","58194.0","205632.0","5116.0","11934.0","4866.0","358.0","26.0","10233.0","9.0","4961.0","129910.0","91030.0","480.0","5999.0","166.0","8496.0","8643.0","12208.0","83142.0","31372.0","4898.0","48.0","3256.0","1766.0","903.0","376.0","10105.0","467.0","60.0","0.0","0.0","803.0","4119.0","576.0","7178.0","5429.0","79760.0","18885.0","63196.0","25823.0","31776.0","6530.0","18791.0","18008.0","323024.0","137331.0","39603.0","74605.0","253365.0","10997.0","66751.0","0.0","21687.0","276.0","1381.0","7134.0","21409.0","5694.0","65283.0","5882.0","7865.0","830.0","4530.0","175083.0","136428.0","48488.0","176484.0","6117.0","49343.0","68569.0","36214.0","16591.0","1251.0","27938.0","71702.0","21894.0","57058.0","20673.0","40426.0","27384.0","0.0","0.0","3233014.0","","","","","","","","","","","","","","","",""
"970 県内生産額","107649.0","5692.0","5547.0","7222.0","14472.0","0.0","0.0","2345.0","137538.0","55416.0","1396.0","0.0","38645.0","22736.0","27863.0","16436.0","9365.0","18305.0","11085.0","853.0","24802.0","84980.0","71437.0","4185.0","31.0","9541.0","236109.0","721596.0","74957.0","39921.0","11591.0","991.0","53.0","24699.0","11.0","9868.0","533157.0","520847.0","1478.0","22165.0","814.0","42685.0","34646.0","28123.0","230803.0","77770.0","13514.0","131.0","12394.0","6303.0","3091.0","1016.0","35352.0","1248.0","200.0","0.0","0.0","3762.0","12334.0","1550.0","19578.0","15810.0","179817.0","43499.0","142432.0","52937.0","176299.0","23005.0","40042.0","25136.0","487564.0","207021.0","57764.0","99798.0","296086.0","15640.0","90186.0","74575.0","64828.0","1348.0","2099.0","11445.0","32251.0","6978.0","123884.0","11942.0","12793.0","3059.0","10431.0","252149.0","161002.0","79669.0","316393.0","8919.0","72368.0","91212.0","62081.0","24841.0","4481.0","73796.0","98467.0","45637.0","132098.0","29130.0","56840.0","40872.0","8931.0","52086.0","7319939.0","","","","","","","","","","","","","","","",""
